X,CH1,Start,Increment,
Sequence,Volt,-2.140000e-05,1.000000e-09
0,1.00e-01,
1,1.00e-01,
2,1.00e-01,
3,6.00e-02,
4,6.00e-02,
5,6.00e-02,
6,1.00e-01,
7,1.00e-01,
8,1.00e-01,
9,1.00e-01,
10,1.00e-01,
11,1.00e-01,
12,6.00e-02,
13,6.00e-02,
14,6.00e-02,
15,1.00e-01,
16,1.00e-01,
17,1.00e-01,
18,1.00e-01,
19,1.00e-01,
20,1.00e-01,
21,1.00e-01,
22,6.00e-02,
23,6.00e-02,
24,6.00e-02,
25,6.00e-02,
26,1.00e-01,
27,1.00e-01,
28,1.00e-01,
29,1.00e-01,
30,1.00e-01,
31,1.00e-01,
32,1.00e-01,
33,6.00e-02,
34,6.00e-02,
35,6.00e-02,
36,1.00e-01,
37,1.00e-01,
38,1.00e-01,
39,1.00e-01,
40,1.00e-01,
41,1.00e-01,
42,6.00e-02,
43,6.00e-02,
44,6.00e-02,
45,6.00e-02,
46,1.00e-01,
47,1.00e-01,
48,1.00e-01,
49,1.00e-01,
50,1.00e-01,
51,1.00e-01,
52,1.00e-01,
53,6.00e-02,
54,6.00e-02,
55,6.00e-02,
56,1.00e-01,
57,1.00e-01,
58,1.00e-01,
59,1.00e-01,
60,1.00e-01,
61,1.00e-01,
62,1.00e-01,
63,1.00e-01,
64,1.00e-01,
65,6.00e-02,
66,1.00e-01,
67,1.00e-01,
68,1.00e-01,
69,6.00e-02,
70,6.00e-02,
71,6.00e-02,
72,1.00e-01,
73,6.00e-02,
74,6.00e-02,
75,6.00e-02,
76,1.00e-01,
77,1.00e-01,
78,1.00e-01,
79,1.00e-01,
80,1.00e-01,
81,6.00e-02,
82,6.00e-02,
83,6.00e-02,
84,1.00e-01,
85,6.00e-02,
86,1.00e-01,
87,1.00e-01,
88,1.00e-01,
89,1.00e-01,
90,6.00e-02,
91,6.00e-02,
92,6.00e-02,
93,6.00e-02,
94,1.00e-01,
95,1.00e-01,
96,1.00e-01,
97,1.00e-01,
98,1.00e-01,
99,1.00e-01,
100,1.00e-01,
101,6.00e-02,
102,6.00e-02,
103,1.00e-01,
104,1.00e-01,
105,1.00e-01,
106,1.00e-01,
107,1.00e-01,
108,1.00e-01,
109,1.00e-01,
110,1.00e-01,
111,1.00e-01,
112,6.00e-02,
113,6.00e-02,
114,6.00e-02,
115,1.00e-01,
116,1.00e-01,
117,1.00e-01,
118,1.00e-01,
119,1.00e-01,
120,1.00e-01,
121,6.00e-02,
122,6.00e-02,
123,6.00e-02,
124,6.00e-02,
125,6.00e-02,
126,1.00e-01,
127,1.00e-01,
128,1.00e-01,
129,1.00e-01,
130,1.00e-01,
131,1.00e-01,
132,6.00e-02,
133,6.00e-02,
134,6.00e-02,
135,6.00e-02,
136,1.00e-01,
137,1.00e-01,
138,1.00e-01,
139,1.00e-01,
140,1.00e-01,
141,1.00e-01,
142,1.00e-01,
143,1.00e-01,
144,6.00e-02,
145,6.00e-02,
146,1.00e-01,
147,1.00e-01,
148,1.00e-01,
149,1.00e-01,
150,1.00e-01,
151,1.00e-01,
152,1.00e-01,
153,6.00e-02,
154,6.00e-02,
155,6.00e-02,
156,1.00e-01,
157,1.00e-01,
158,1.00e-01,
159,1.00e-01,
160,1.00e-01,
161,1.00e-01,
162,1.00e-01,
163,1.00e-01,
164,1.00e-01,
165,6.00e-02,
166,1.00e-01,
167,1.00e-01,
168,1.00e-01,
169,6.00e-02,
170,6.00e-02,
171,1.00e-01,
172,1.00e-01,
173,6.00e-02,
174,1.00e-01,
175,1.00e-01,
176,1.00e-01,
177,1.00e-01,
178,1.00e-01,
179,1.00e-01,
180,1.00e-01,
181,6.00e-02,
182,6.00e-02,
183,6.00e-02,
184,6.00e-02,
185,6.00e-02,
186,6.00e-02,
187,1.00e-01,
188,1.00e-01,
189,1.00e-01,
190,1.00e-01,
191,1.00e-01,
192,1.00e-01,
193,1.00e-01,
194,1.00e-01,
195,6.00e-02,
196,1.00e-01,
197,6.00e-02,
198,1.00e-01,
199,1.00e-01,
200,1.00e-01,
201,1.00e-01,
202,1.00e-01,
203,1.00e-01,
204,1.00e-01,
205,6.00e-02,
206,1.00e-01,
207,1.00e-01,
208,1.00e-01,
209,1.00e-01,
210,1.00e-01,
211,1.00e-01,
212,1.00e-01,
213,6.00e-02,
214,1.00e-01,
215,1.00e-01,
216,6.00e-02,
217,6.00e-02,
218,1.00e-01,
219,1.00e-01,
220,1.00e-01,
221,1.00e-01,
222,1.00e-01,
223,1.00e-01,
224,1.00e-01,
225,1.00e-01,
226,6.00e-02,
227,6.00e-02,
228,1.00e-01,
229,6.00e-02,
230,1.00e-01,
231,1.00e-01,
232,1.00e-01,
233,1.00e-01,
234,1.00e-01,
235,6.00e-02,
236,1.00e-01,
237,6.00e-02,
238,6.00e-02,
239,1.00e-01,
240,1.00e-01,
241,1.00e-01,
242,1.00e-01,
243,1.00e-01,
244,1.00e-01,
245,6.00e-02,
246,6.00e-02,
247,6.00e-02,
248,6.00e-02,
249,6.00e-02,
250,1.00e-01,
251,1.00e-01,
252,1.00e-01,
253,1.00e-01,
254,1.00e-01,
255,1.00e-01,
256,6.00e-02,
257,6.00e-02,
258,6.00e-02,
259,6.00e-02,
260,1.00e-01,
261,1.00e-01,
262,1.00e-01,
263,1.00e-01,
264,1.00e-01,
265,6.00e-02,
266,6.00e-02,
267,6.00e-02,
268,6.00e-02,
